company,date,time,language,liked,retweet,id,text
$MSFT,2019-10-09,Wed Oct 09 23:55:38,en,4,1,1182082224335851523,Futures Tumble As China Trade Talks Reportedly Stallhttps://www.investors.com/market-trend/stock-market-today/dow-j… https://t.co/GUPTHuxFdH
$MSFT,2019-10-09,Wed Oct 09 23:55:08,en,0,1,1182082097927917568,RT @MichaelPayne003: Stock indexes did go up today with the Dow up 180 points but the stock index futures are crashing with Dow futures dow…
$MSFT,2019-10-09,Wed Oct 09 23:45:47,fi,0,2,1182079742234763264,RT @OptionsPastor: Unusual bullish flow: $AAPL $BABA $ATVI $TSLA $ROKU $MSFT $ANF $BAC $FB $VXX $UAA @stockspastor @wallstreetstock
$MSFT,2019-10-09,Wed Oct 09 23:44:10,en,1,1,1182079337031438337,Stock indexes did go up today with the Dow up 180 points but the stock index futures are crashing with Dow futures… https://t.co/eeiIQ72C4c
$MSFT,2019-10-09,Wed Oct 09 23:39:51,en,0,0,1182078251520397314,"$spy $qqq $msft $aapl Live options alerts posted by our seasoned mods, a helpful educated community, and results li… https://t.co/uZKyFBZ3su"
$MSFT,2019-10-09,Wed Oct 09 23:33:53,en,0,2,1182076749951062016,Most active options $AAPL $ROKU $TSLA $MSFT $NFLX $AMD $X $T $FB $BAC $NIO $BABA $GE $NVDA $AMZN $DAL $SNAP $BIDU… https://t.co/V3e1gJCjHh
$MSFT,2019-10-09,Wed Oct 09 23:33:00,en,0,0,1182076525501468673,"Some great action today.
Moon rockets 

$fb $aapl $msft"
$MSFT,2019-10-09,Wed Oct 09 23:23:50,fr,0,0,1182074220429352960,"Current Positions---
$MSFT 18Oct 134P  @ 1.26
$XRT DEC 20 39P @1.13
$GOOGL 18Oct 1150P @ 4.84
$LULU in oct 18 200c @1.07"
$MSFT,2019-10-09,Wed Oct 09 23:17:28,en,0,0,1182072618637254656,"@berman_allen @GreenMonsterah @TimTravis2 $MSFT
$AAPL
$CSCO"
$MSFT,2019-10-09,Wed Oct 09 23:13:22,en,1,0,1182071584510623745,"$NOW $MSFT:

ServiceNow Continues To Build Partnerships For Sustainable Growth:

https://t.co/rsYoQLXGVa"
$MSFT,2019-10-09,Wed Oct 09 23:05:52,en,0,0,1182069696582959110,"In $MSFT puts, and $CGC calls.  Both expiring next week. 

Nice rug pull on $MSFT after close.

Can we get a 10 point drop please? 

🔮"
$MSFT,2019-10-09,Wed Oct 09 23:03:37,en,1,0,1182069131560001537,"$ADCO.V - Client list on point. 

$MSFT $GOOGL $FB $AMZN

They act as a complementary offering alongside the big ad… https://t.co/2qpbdUrvOc"
$MSFT,2019-10-09,Wed Oct 09 23:00:40,en,2,0,1182068390581739520,"$SPY $MSFT $AAPL 

Goats hedge pigs get slaughtered"
$MSFT,2019-10-09,Wed Oct 09 22:48:20,en,0,4,1182065284565344258,"RT @pattie_jabbaz: No $Deal c $China, se van d Washington.
Caen futuros 2885 p $SP500, seems like 2870/69 would be broken , heading towards…"
$MSFT,2019-10-09,Wed Oct 09 22:47:40,en,0,4,1182065119980920832,"RT @pattie_jabbaz: No $Deal c $China, se van d Washington.
Caen futuros 2885 p $SP500, seems like 2870/69 would be broken , heading towards…"
$MSFT,2019-10-09,Wed Oct 09 22:45:39,en,0,0,1182064610385547264,$MSFT WTF MAN!!! JUST SHUT THE F@#$ UP ABOUT THIS TRADE ISH CNBC!!!! They are purposely tanking everyone's CALLS I… https://t.co/OgfebLeB9Z
$MSFT,2019-10-09,Wed Oct 09 22:45:31,en,0,3,1182064578840141824,RT @Vuzix: Future of #AR #smartglasses: How it will become the way we view the world - @ByChrisSmith via @wareable #Technology #WearableTec…
$MSFT,2019-10-09,Wed Oct 09 22:42:47,en,1,0,1182063890957524992,$SPY $MSFT $COST $PEP $AAPL $INTC $DPZ and gazillion others  were in PUT List tomorrow freaking people called off N… https://t.co/vPpOHwZKxs
$MSFT,2019-10-09,Wed Oct 09 22:41:54,es,6,1,1182063666692145152,Un mercado no puede sostenerse solo c $AAPL y $MSFT cdo les adverti hoy a mis clientes q no se veian bien $Bancos… https://t.co/A67FfoDA1h
$MSFT,2019-10-09,Wed Oct 09 22:41:53,en,8,4,1182063663819247617,"No $Deal c $China, se van d Washington.
Caen futuros 2885 p $SP500, seems like 2870/69 would be broken , heading to… https://t.co/OvPeDfaoBz"
$MSFT,2019-10-09,Wed Oct 09 22:40:00,en,0,0,1182063188461985794,"Top story: @sprucepointcap: '$MPWR is dodgy about how it books revenue, mostly through distributors and in Bermuda.… https://t.co/uuIwrEm8LL"
$MSFT,2019-10-09,Wed Oct 09 22:37:57,en,0,0,1182062673564860418,"Trade headlines and politics continue to dominate market moves - https://t.co/dEUlaCw8He
#tradewars #China #Turkey… https://t.co/X1xvKh6lrY"
$MSFT,2019-10-09,Wed Oct 09 22:27:39,en,0,1,1182060081875165184,RT @boardtownblast: https://t.co/nlrFnjcL9W #SecurityAffairs $MSFT #Office #VBA #macros #malware #maldoc #cyberattacks #email #CVS $GOOGL #…
$MSFT,2019-10-09,Wed Oct 09 22:24:05,en,0,4,1182059182020681728,"RT @permabear_uk: The day begins with...

US equity futures are broadly higher, on yet another trade headline, and helped by European marke…"
$MSFT,2019-10-09,Wed Oct 09 22:18:06,en,0,1,1182057675837890560,"RT @mchlbtts: #RT @InteractiveVid2: $VERB @VerbTech_Co @Odoo @sap $msft $orcl $adobe $crm 
#BuiltInCRM #InteractiveVideo
https://t.co/PDrrF…"
$MSFT,2019-10-09,Wed Oct 09 22:17:29,en,0,1,1182057520950591489,"RT @InteractiveVid2: $VERB @VerbTech_Co @Odoo @sap $msft $orcl $adobe $crm 
#BuiltInCRM #InteractiveVideo
https://t.co/rcCm9jxAcP

#VERB la…"
$MSFT,2019-10-09,Wed Oct 09 22:13:56,en,0,0,1182056628255907840,The Rise and Fall of #SocialMedia Platforms: https://t.co/BSZGywWxbE $MSFT $FB $TWTR $SNAP
$MSFT,2019-10-09,Wed Oct 09 22:08:53,en,0,633,1182055359915143168,"RT @jchatterleyCNN: The first $BTC futures exchange @Bakkt launches today backed by @NYSE parent ICE, $MSFT &amp; others - what does it mean fo…"
$MSFT,2019-10-09,Wed Oct 09 21:56:28,en,2,0,1182052231123755010,$MSFT #inthecrosshairs  One heck of a #stockinabox  Watching. https://t.co/9ffmBZwdNk
