company,date,time,language,liked,retweet,id,text
$MSFT,2019-10-08,Tue Oct 08 23:50:39,en,0,5,1181718581144363008,"RT @SharePlanner: VIDEO: Swing Trading Stock Market Seasonality

 #youtube #video #finance #stocks #swingtrading $TSLA $MSFT $JCP $STUDY $H…"
$MSFT,2019-10-08,Tue Oct 08 23:45:11,en,1,0,1181717206117175296,@Quarry_Rock Yep and I got caught holding $msft
$MSFT,2019-10-08,Tue Oct 08 23:38:03,en,3,0,1181715408639934465,"Watch names that are green on a day like this.
$TSLA &amp; $ROKU are up nicely. $DOCU is up pennies. Nearly all the hou… https://t.co/o9ZwMGvJnv"
$MSFT,2019-10-08,Tue Oct 08 23:27:14,en,0,1,1181712686473629696,"RT @MadMraket: Stocks that I can buy when I can 
 Don't have to look at for yrs like Buffett said: Own stks that mrkt can close for 10 yrs…"
$MSFT,2019-10-08,Tue Oct 08 23:27:07,en,1,0,1181712656220205056,@KingsFan_MB @TradingNation @CNBC Hard to pick one. I’ll give you a few of my faves. $MSFT - most stable growth.… https://t.co/NQPeYynieh
$MSFT,2019-10-08,Tue Oct 08 23:05:55,en,0,0,1181707324676812801,@CNBCFastMoney @permabear_uk @timseymour Buy $MSFT
$MSFT,2019-10-08,Tue Oct 08 23:01:18,en,3,2,1181706161181069312,👮🏼https://t.co/JEZ8GDTB8Q👮🏼 $SPY $SPX $ES_F $NQ_F $RTY_F $ZB_F $GC_F $NDX $RUT $AAPL $NFLX $AMZN $TSLA $VIX $FB… https://t.co/z3Az1tdogR
$MSFT,2019-10-08,Tue Oct 08 22:46:23,en,0,0,1181702407962542080,"@jimtrainer41 @naashonomics And would love for something to happen, just skeptical and don’t want to get my hopes u… https://t.co/X2hAL7yo7l"
$MSFT,2019-10-08,Tue Oct 08 22:43:50,en,3,1,1181701764573204482,"Stocks Fall The Second Day in a Row on October 8 https://t.co/eWCMb9XpRb $NVDA, $MSFT, $FCX, $AMD, $INTC"
$MSFT,2019-10-08,Tue Oct 08 22:33:08,en,0,0,1181699074812198912,Introducing A New Way To Trade #Tech: #FANG+ Is A Targets For Traders $XLK $DIS $MA $V $BIDU $AAPL $AMZN $MSFT  https://t.co/N1dTibBMOs
$MSFT,2019-10-08,Tue Oct 08 22:31:55,en,5,1,1181698767243923456,Slack vs Microsoft Teams. I'm not sure I've ever seen someone use Teams and I see people use Slack every. single. d… https://t.co/zKs2RYPskz
$MSFT,2019-10-08,Tue Oct 08 22:26:56,en,0,1,1181697512454987776,"RT @MichaelPayne003: Stock indexes reversed course and closed around the morning intraday lows with the dow closing 300 points lower

$MSFT…"
$MSFT,2019-10-08,Tue Oct 08 22:26:17,en,2,1,1181697350462513152,Stock indexes reversed course and closed around the morning intraday lows with the dow closing 300 points lower… https://t.co/1fWlh2WQW3
$MSFT,2019-10-08,Tue Oct 08 22:21:14,en,0,2,1181696075935051777,RT @QuisitiveInvest: Any good write-ups / analysis on how Internet Explorer managed to lose the browser war to Chrome? Of all things to los…
$MSFT,2019-10-08,Tue Oct 08 22:17:20,en,0,1,1181695098347634688,"Meanwhile, the preorders for Surface Laptop 3 opened in Canada. Just look at these options.

The 13"" starts at C$13… https://t.co/7fIuABB3Rg"
$MSFT,2019-10-08,Tue Oct 08 22:16:26,en,1,0,1181694869829324800,"When nearly everyone loves you, should you be happy -- or terrified?
""94% of analysts covering Microsoft $MSFT now… https://t.co/xohCb3m0mB"
$MSFT,2019-10-08,Tue Oct 08 22:16:03,en,0,1,1181694774128066561,"RT @DataTrekMB: The stock correlations of $MSFT, $AAPL, $GOOG &amp; $AMZN to the S&amp;P 500 are high just now, well above 9-year averages. We shar…"
$MSFT,2019-10-08,Tue Oct 08 22:06:26,en,0,0,1181692352223760384,$OCGN BOUNCING HARD AFTERHOURS can we hit $1.70 on L2?! $AAPL $GOOG $INTC $AMZN $MSFT $AKAM $CMCSA $PFE $MU $NFLX… https://t.co/KTurNVgBRB
$MSFT,2019-10-08,Tue Oct 08 21:39:04,en,0,0,1181685466485153793,Culprit of today’s market drop in the afternoon $spx $dow $ndx $faang $fb $aapl $amzn $nflx $goog $googl $avgo… https://t.co/SCv5xkw8J8
$MSFT,2019-10-08,Tue Oct 08 21:37:12,en,6,0,1181684997691990017,"@petenajarian Ohh lookie, Tim Seymour is touting $CSCO
Whilst I like the company, the stock is one of the weaker Do… https://t.co/npAOpJr2qM"
$MSFT,2019-10-08,Tue Oct 08 21:36:12,en,3,0,1181684746847436801,"$MSFT settled -1.1% at $135.67. S/t bearish with the main market. Price action remains broadly tight. 
Jefferies 93… https://t.co/0AjFP2X8I7"
$MSFT,2019-10-08,Tue Oct 08 21:34:08,en,0,0,1181684223276720128,"$MSFT Bloomberg Market Wrap 10/8: Fear Indexes, Microsoft, Emerging-Market Debt via https://t.co/dU2ohMsCEH"
$MSFT,2019-10-08,Tue Oct 08 21:26:18,en,1,0,1181682255523172353,"CV SCIENCES $CVSI Gap Filled @ $2.05

$SPY $QQQ $DIA $IWM $FB $AAPL $AMZN $NFLX $GOOGL $SBUX $AMD $TSLA $MSFT… https://t.co/VimiI0mQIL"
$MSFT,2019-10-08,Tue Oct 08 21:20:23,en,2,0,1181680763584106496,"China Says ‘Stay Tuned’ for Retaliation Over U.S. Tech Blacklist
https://t.co/1ZzmE3sI9P $TSLA $BIDU $BABA $GOOGL… https://t.co/MZXrJ4RgQ7"
$MSFT,2019-10-08,Tue Oct 08 21:16:14,en,0,2,1181679719097520128,"RT @HalftimeReport: Microsoft shares surging 35% this year and Jefferies thinks it has more room to run

The desk debates it in our #Callof…"
$MSFT,2019-10-08,Tue Oct 08 21:16:12,en,0,0,1181679710130061312,"$ORCL $AMZN $MSFT:

Oracle to hire 2000 in cloud computing push:

https://t.co/XumSsdwGy3"
$MSFT,2019-10-08,Tue Oct 08 21:15:15,en,0,0,1181679473533636608,this is the Third month's updates in a row that won't install on @msftsecurity #Microsoft $MSFT #Windows10  0x800f0922 @Microsoft
$MSFT,2019-10-08,Tue Oct 08 21:14:13,en,0,0,1181679214539476997,"$BA $MSFT:

Dow Jones Today: The Blacklist Buries Stocks:

https://t.co/JtpVv1RqML"
$MSFT,2019-10-08,Tue Oct 08 21:12:22,en,0,1,1181678745352130566,"RT @WORLD_MONEY_XRP: @zerohedge @bashycrypto $GOVX 🚀🚀 GET YOUR TICKET 
O/S is 96M 
 GOING TO MOON🌙 IMO ! Come on $4.00 !! 🙏🏻HUGE PLAY WAY 🍒…"
$MSFT,2019-10-08,Tue Oct 08 21:11:23,en,8,0,1181678500438319107,Lots of activity tonight on the #darkpool feed - heres a peek at a few that have come in (times are CST):   $amzn… https://t.co/iB3yFFV5Al
$MSFT,2019-10-08,Tue Oct 08 21:07:55,en,0,0,1181677629075857409,"@business @bopinion oh well.  #NBA takes one for the Tariff Wars Team.

https://t.co/tLBRwR44qN

$lb $apo $msft"
$MSFT,2019-10-08,Tue Oct 08 21:01:03,en,0,2,1181675897931386883,"RT @HalftimeReport: Microsoft shares surging 35% this year and Jefferies thinks it has more room to run

The desk debates it in our #Callof…"
$MSFT,2019-10-08,Tue Oct 08 21:00:28,en,0,0,1181675752435191808,Special Edition of Investor Ideas THE #AIEYE: Artificial Intelligence Innovation Alive and Well in Costa Rica-Stock… https://t.co/y3ZoQjDuQf
$MSFT,2019-10-08,Tue Oct 08 20:57:17,en,0,6,1181674949330776066,"RT @WarlusTrades: Some really nice setups to watch!! 😊

$TSLA - Symmetrical Triangle 📈

$INTC - Cup and Handle 📈

$MSFT - Trendline Resista…"
$MSFT,2019-10-08,Tue Oct 08 20:54:18,en,0,1,1181674198856421376,"RT @rez_uk: @jimcramer China, Brexit, yield curve inversion... 

I’m adding to $MSFT"
$MSFT,2019-10-08,Tue Oct 08 20:54:03,en,2,0,1181674136994746370,"$SPX - Today's  winner

SPX 2930 CALL from 12.3 to 16.0

Profit = $370 per 1 contract 

Try Us:… https://t.co/yHZTiEOVge"
$MSFT,2019-10-08,Tue Oct 08 20:53:11,en,1,0,1181673920602132480,"Another down day in the markets, but how did YOUR stocks do, and is it time to make a move? Know the answers using… https://t.co/U2lqLm24F9"
$MSFT,2019-10-08,Tue Oct 08 20:39:45,und,0,0,1181670538877517830,$OCGN BOUNCING AFTERHOURS. OVERSOLD SHORT SQUEEZE!💸📈 $tlry $igpk $bpth $trsi $ldsi $blsp $shmn $adny $vyst $apha… https://t.co/LKX6XCkxux
$MSFT,2019-10-08,Tue Oct 08 20:38:38,en,0,0,1181670258379296775,$MSFT closed below 136.25 . negative
$MSFT,2019-10-08,Tue Oct 08 20:38:23,en,1,0,1181670195615748101,$OCGN BOUNCING AFTERHOURS BADLY OVERSOLD SHORT SQUEEZE! $AAPL $GOOG $INTC $AMZN $MSFT $AKAM $CMCSA $PFE $MU $NFLX… https://t.co/wia0TDVdLz
$MSFT,2019-10-08,Tue Oct 08 20:37:54,en,1,1,1181670074408738817,"#Samsung beats estimates as demand picks up for #Note10, $AAPL #iPhone There should be an increase in $KT Corp. sub… https://t.co/ToUEX5Nq7h"
$MSFT,2019-10-08,Tue Oct 08 20:36:42,en,0,0,1181669770934009856,"$OCGN BOUNCING AFTERHOURS BADLY OVERSOLD SQUEEZE!💸
$RDUS $UTHR $PTLA $ALDR $OPK $GLPG $ARWR $ONCS $MTEM $SGYP $NEPT… https://t.co/VtQL6VNveN"
$MSFT,2019-10-08,Tue Oct 08 20:34:24,en,1,0,1181669194334720000,"$ORCL $AMZN $MSFT - Oracle to hire 2,000 in cloud computing push https://t.co/Mh7nYLO2LM"
$MSFT,2019-10-08,Tue Oct 08 20:33:09,en,0,0,1181668875982778369,"$SNE $AMD $IMMR $NVDA $MSFT:

Latest PlayStation 5 Details Are Encouraging for Sony and AMD:

https://t.co/wQ2BJcL31x"
$MSFT,2019-10-08,Tue Oct 08 20:28:58,en,0,1,1181667824626028551,"RT @MarketCurrents: $ORCL $AMZN $MSFT - Oracle to hire 2,000 in cloud computing push https://t.co/93C2UYOTCY"
$MSFT,2019-10-08,Tue Oct 08 20:28:16,en,1,0,1181667647043379203,Time to sell $msft? https://t.co/8Jn0qWmFEd
$MSFT,2019-10-08,Tue Oct 08 20:28:00,en,0,1,1181667582811635712,"$ORCL $AMZN $MSFT - Oracle to hire 2,000 in cloud computing push https://t.co/93C2UYOTCY"
$MSFT,2019-10-08,Tue Oct 08 20:27:33,en,0,5,1181667469594943489,"RT @SharePlanner: VIDEO: Swing Trading Stock Market Seasonality

 #youtube #video #finance #stocks #swingtrading $TSLA $MSFT $JCP $STUDY $H…"
$MSFT,2019-10-08,Tue Oct 08 20:20:09,en,0,47,1181665604777984001,"RT @DefyCCC: #BigTech ($GOOG, $FB, $TWTR, &amp; $MSFT) are foreign agents who have formed a collusive monopoly. They want to be part of #Global…"
$MSFT,2019-10-08,Tue Oct 08 20:19:02,en,0,0,1181665325890363392,"$MSFT closes lower for the 2nd day in a row: https://t.co/1x9fw2wohY
Sentiment: Bearish #MSFT #Microsoft"
$MSFT,2019-10-08,Tue Oct 08 20:18:44,en,0,5,1181665248161517568,"RT @SharePlanner: VIDEO: Swing Trading Stock Market Seasonality

 #youtube #video #finance #stocks #swingtrading $TSLA $MSFT $JCP $STUDY $H…"
$MSFT,2019-10-08,Tue Oct 08 20:18:37,en,0,14,1181665221976322048,"RT @oilermanhockey: $CLSI looks like Justin Costello from $DCGD was looking at it.. Maybe he got some as per comment..  
https://t.co/AwxX3…"
$MSFT,2019-10-08,Tue Oct 08 20:14:40,es,0,1,1181664228257730560,"RT @AleDizz: Comparación de 12 acciones más compradas en EEUU con el índice #Nasdaq

$AMD $AAPL $AMZN $FB $NFLX $GOOGL $MSFT $INTC $CSCO $T…"
$MSFT,2019-10-08,Tue Oct 08 20:12:34,en,0,6,1181663699477696514,"RT @WarlusTrades: Some really nice setups to watch!! 😊

$TSLA - Symmetrical Triangle 📈

$INTC - Cup and Handle 📈

$MSFT - Trendline Resista…"
$MSFT,2019-10-08,Tue Oct 08 20:11:32,en,2,0,1181663436503207937,"$OCGN down 30% EXTREMELY OVERSOLD TOO EASY HERE💸
$spy $vrus $vyst $siml $amzn $cbbt $goog $laho $tsla $qqq $erbb… https://t.co/bG0WFIEJpK"
$MSFT,2019-10-08,Tue Oct 08 20:11:04,en,0,0,1181663322501984256,"$AAPL $MSFT $GOOGL:

Former Microsoft CEO Steve Ballmer on Surface: ‘There’s plenty of profit in hardware’:

https://t.co/tmBvhMfEAB"
$MSFT,2019-10-08,Tue Oct 08 20:04:55,en,21,1,1181661772132077568,"@jimcramer China, Brexit, yield curve inversion... 

I’m adding to $MSFT"
$MSFT,2019-10-08,Tue Oct 08 20:04:15,en,2,0,1181661605831987200,Long $MSFT for nov at close.
$MSFT,2019-10-08,Tue Oct 08 20:02:13,en,0,0,1181661094735163392,"Top Most Active #SPX #Stocks today: $BAC $AMD $GE $F $FCX $AAPL $T $MSFT $BSX $CSCO 
https://t.co/rJ1dllFqEP https://t.co/5IS04os5AN"
$MSFT,2019-10-08,Tue Oct 08 20:00:07,en,0,0,1181660564554158080,#Options #maxpain chart for $MSFT. Free options app https://t.co/wPNDm22czd https://t.co/yM98SVLSEX
$MSFT,2019-10-08,Tue Oct 08 19:57:30,en,1,0,1181659904626454528,"Ugly ugly  end of the day. 
I rarely carry trades over BUT
$msft $stz calls
$amba $qqq puts
Thank you $aapl and $dpz for monster cash!!"
$MSFT,2019-10-08,Tue Oct 08 19:57:06,en,0,1,1181659805527740416,RT @EraHardaway: $MSFT killin me rn. shit better bounce back tomorrow
$MSFT,2019-10-08,Tue Oct 08 19:57:00,en,3,0,1181659779300777986,"#estate asset watch - large caps, largest money flow - $AAPL $AMZN $MSFT $BABA $TSLA $NVDA $DPZ $ROKU $NFLX $BAC… https://t.co/p9kO7C2TAJ"
