company,date,time,language,liked,retweet,id,text
$MSFT,2019-10-10,Thu Oct 10 23:56:13,en,1,0,1182444757345329154,"Now, the Game Begins...

The ridiculous #NQ pop at 6:58 EST ran all the stops back to the 10-1-19 Pivot @ $7812.… https://t.co/K940BCnVPn"
$MSFT,2019-10-10,Thu Oct 10 23:54:58,und,28,9,1182444441799409667,"$DCGD that is where we land .. our CEO in the NYSE floor. Got your ticket ?? 💰💰💰💰🚀🚀🚀.. 
$CLSI $DCGD $PFMS $TTCM… https://t.co/bYrmRiDaVp"
$MSFT,2019-10-10,Thu Oct 10 23:37:38,en,0,5,1182440081090666497,"RT @SharePlanner: Software names, outside of $MSFT are lagging the market today $ADBE $CRM $SAP $SPLK $SQ"
$MSFT,2019-10-10,Thu Oct 10 23:35:48,en,0,5,1182439619482324992,"RT @SharePlanner: Software names, outside of $MSFT are lagging the market today $ADBE $CRM $SAP $SPLK $SQ"
$MSFT,2019-10-10,Thu Oct 10 23:33:12,en,0,0,1182438962956296198,"$MSFT $AAPL $AMZN $FB $BRK.A $JPM:

What Is a Stock Index? Definition and Example:

https://t.co/qbtb9aWw8l"
$MSFT,2019-10-10,Thu Oct 10 23:29:17,en,0,3,1182437979735900164,RT @stickycactusink: $SHW currently trades at around $550 - $557. An equity per share of only $96 makes Sherwin Williams appear extremely #…
$MSFT,2019-10-10,Thu Oct 10 23:26:10,es,0,2,1182437195107442688,"RT @pattie_jabbaz: Mientras inflan los Indices c $AAPl , $MSFT...las d siempre, reducen los avances los $Bancos sin hacer ruido.
Vean $BAC"
$MSFT,2019-10-10,Thu Oct 10 23:25:05,en,0,0,1182436922628722693,$ADXS did u see the NEWS!BOUNCING AFTERHOURS 💸📈🛒 $AAPL $GOOG $INTC $AMZN $MSFT $AKAM $CMCSA $PFE $MU $NFLX $NOK… https://t.co/jt2UG0Xepo
$MSFT,2019-10-10,Thu Oct 10 23:24:38,en,3,0,1182436806878515208,RT @realDonaldTrump words are worth NOTHING. China will not make significant concessions in trade talks till 2020.… https://t.co/jpwuY6zVH3
$MSFT,2019-10-10,Thu Oct 10 23:08:51,en,0,0,1182432836810346496,$fb $twtr $aapl $amzn $msft https://t.co/OHofS1bIEr https://t.co/lb1t9BdVJp
$MSFT,2019-10-10,Thu Oct 10 23:03:22,en,0,1,1182431456485879808,"RT @realsheepwolf: 💰 $SNWV #FDA CLEARED -""FIRST AND ONLY""=ADVANTAGE
HUGE #DIABETES BREAKTHROUGH

$PATK $LOGC $RDIB $TLSA $STKS $DSWL $AKRO…"
$MSFT,2019-10-10,Thu Oct 10 22:55:35,en,0,5,1182429496235806720,"RT @DameReports: NEWS: @SlackHQ says it has 12M+ daily active users and 6M+ paid users

This is the first time Slack has revealed paid user…"
$MSFT,2019-10-10,Thu Oct 10 22:51:25,en,1,0,1182428448582750208,$ADXS BOUNCING AFTERHOURS BADLY OVERSOLD SQUEEZE!💸📈🛒 $AAPL $GOOG $INTC $AMZN $MSFT $AKAM $CMCSA $PFE $MU $NFLX $NOK… https://t.co/z8dwrz8bb6
$MSFT,2019-10-10,Thu Oct 10 22:44:28,en,0,5,1182426698643587072,"RT @SharePlanner: Software names, outside of $MSFT are lagging the market today $ADBE $CRM $SAP $SPLK $SQ"
$MSFT,2019-10-10,Thu Oct 10 22:42:29,en,0,0,1182426200108609539,"@AB84 seen as an AD in the subways of the 70's , no shit 

if u cn rd ths u cn gt a gd jb 

$msft"
$MSFT,2019-10-10,Thu Oct 10 22:36:25,en,2,0,1182424675588038657,Most active options $AAPL $ABBV $ROKU $AMD $NFLX $BAC $TSLA $BABA $MSFT $PCG $FB $BBBY $DAL $AMZN $T $X $CSCO $FCX… https://t.co/qJGMsD0Cyf
$MSFT,2019-10-10,Thu Oct 10 22:29:44,en,0,0,1182422991658983425,#Watchlist results 10/10 $AAPL $ABBV $ADBE $AMAT $AMT $AMZN $ATVI $BA $BABA $BYND $DIS $DISH $FB $FDX $GOOG $HD… https://t.co/ruYF9ESsVD
$MSFT,2019-10-10,Thu Oct 10 22:21:58,und,0,1,1182421038476345345,"RT @NoahBlaineNews: $BA Boeing Finds New Cracks in 38 737 NG's https://t.co/REmEix3eOA
$spy $djia $baba $ebay $nvda $roku $msft $aapl $ajrd…"
$MSFT,2019-10-10,Thu Oct 10 22:20:49,en,0,0,1182420749765742597,"5 Best Stocks To Buy – 2019-10-11 –  $QRVO, $COST, $MSFT, $EXPE, $ASML https://t.co/f2Mam4mFxm"
$MSFT,2019-10-10,Thu Oct 10 22:20:28,ht,0,0,1182420659516739584,@Tr3ndyJon $MSFT $CMG
$MSFT,2019-10-10,Thu Oct 10 22:19:47,und,0,0,1182420489546993664,$ADXS BOUNCING AFTERHOURS BADLY OVERSOLD SQUEEZE!💸📈🛒 $tlry $igpk $bpth $trsi $ldsi $blsp $shmn $adny $vyst $apha… https://t.co/mj9xHliP02
$MSFT,2019-10-10,Thu Oct 10 22:14:49,en,0,0,1182419238662950913,@nickmicallef4 @DetroitBORG Correct. Apple has been selling the MS Office suite for quite some time now… This is NO… https://t.co/h5o4ti3Vlx
$MSFT,2019-10-10,Thu Oct 10 22:14:31,en,0,0,1182419163920392194,"#GitHub is donating $300K more than ICE paid them, but $MSFT did $1.2M w/ ICE this year alone. Sold $1.8M in 2018.… https://t.co/7jTYg1eNuC"
$MSFT,2019-10-10,Thu Oct 10 22:13:38,und,2,1,1182418941114769408,"$BA Boeing Finds New Cracks in 38 737 NG's https://t.co/REmEix3eOA
$spy $djia $baba $ebay $nvda $roku $msft $aapl… https://t.co/VolUTCcZjZ"
$MSFT,2019-10-10,Thu Oct 10 22:13:17,en,2,0,1182418853147676672,@tslaqpodcast @inursha @itscharliemar @LarrySabin1 @EdwinLefvre1 @TMFJMo I don't want to fight $MSFT in the Enterpr… https://t.co/olZqgx1gsk
$MSFT,2019-10-10,Thu Oct 10 21:59:04,en,0,2,1182415275909505024,RT @permabear_uk: $MSFT settled +0.6% at $139.10. Price action remains tight. A big move is arguably coming... one way or another. E' Oct'2…
$MSFT,2019-10-10,Thu Oct 10 21:58:35,en,0,0,1182415152290914305,"$ADXS NEWS! BOUNCING AFTERHOURS, BADLY OVERSOLD💸
$spy $vrus $vyst $siml $amzn $cbbt $goog $laho $tsla $qqq $erbb… https://t.co/rIBas6DauG"
$MSFT,2019-10-10,Thu Oct 10 21:58:12,en,0,5,1182415055129841665,"RT @DameReports: NEWS: @SlackHQ says it has 12M+ daily active users and 6M+ paid users

This is the first time Slack has revealed paid user…"
$MSFT,2019-10-10,Thu Oct 10 21:53:39,en,0,0,1182413910462349313,Scan results - MACD Bullish Centerline Cross today: $RARX $QRVO $GLNG $COLL $CLI $TRMK $SNPS $FTDR $TWO $CSTM $AGO… https://t.co/rSyevSLDGf
$MSFT,2019-10-10,Thu Oct 10 21:48:52,en,0,0,1182412708668461056,@patahowell If $nflx tries someone like $msft would out bid them
$MSFT,2019-10-10,Thu Oct 10 21:46:50,en,0,0,1182412198758535173,"@CNBCFastMoney @BKBrianKelly @karenfinerman @MelissaLeeCNBC @GuyAdami Sorry Guy, pass on $RHI sticking with $MSFT a… https://t.co/lvQbLfNBaf"
$MSFT,2019-10-10,Thu Oct 10 21:31:32,en,0,6,1182408348294975488,RT @theflynews: REPORT: Slack points to user growth metric amid Microsoft rivalry $WORK $MSFT https://t.co/nkv8c1CH0C
$MSFT,2019-10-10,Thu Oct 10 21:30:00,en,0,6,1182407959449669646,REPORT: Slack points to user growth metric amid Microsoft rivalry $WORK $MSFT https://t.co/nkv8c1CH0C
$MSFT,2019-10-10,Thu Oct 10 21:25:10,en,0,47,1182406744976363542,"RT @DefyCCC: #BigTech ($GOOG, $FB, $TWTR, &amp; $MSFT) are foreign agents who have formed a collusive monopoly. They want to be part of #Global…"
$MSFT,2019-10-10,Thu Oct 10 21:24:48,en,0,0,1182406650449334277,"$ADXS BOUNCING AFTERHOURS! OVERSOLD SQUEEZE💸📈🛒
$spy $vrus $vyst $siml $amzn $cbbt $goog $laho $tsla $qqq $erbb… https://t.co/zY8urhOY1G"
$MSFT,2019-10-10,Thu Oct 10 21:18:25,en,8,5,1182405045935116294,"NEWS: @SlackHQ says it has 12M+ daily active users and 6M+ paid users

This is the first time Slack has revealed pa… https://t.co/leQSE2X3WE"
$MSFT,2019-10-10,Thu Oct 10 21:11:06,en,0,2,1182403204488798208,RT @permabear_uk: $MSFT settled +0.6% at $139.10. Price action remains tight. A big move is arguably coming... one way or another. E' Oct'2…
$MSFT,2019-10-10,Thu Oct 10 21:10:27,en,8,2,1182403040541843456,$MSFT settled +0.6% at $139.10. Price action remains tight. A big move is arguably coming... one way or another. E'… https://t.co/SpzUPVPNRK
$MSFT,2019-10-10,Thu Oct 10 21:09:46,en,1,0,1182402870630666242,"$SPY $AAPL $MSFT 

Like I said before probably one of the scariest days to short God bless you guys"
$MSFT,2019-10-10,Thu Oct 10 21:06:56,und,0,0,1182402154427899904,$ADXS BOUNCING AFTERHOURS BADLY OVERSOLD SQUEEZE!💸📈🛒 $tlry $igpk $bpth $trsi $ldsi $blsp $shmn $adny $vyst $apha… https://t.co/JCJdk3Rb5h
$MSFT,2019-10-10,Thu Oct 10 21:05:56,en,0,0,1182401903117963272,$ADXS BOUNCING AFTERHOURS BADLY OVERSOLD SQUEEZE!💸📈🛒 $AAPL $GOOG $INTC $AMZN $MSFT $AKAM $CMCSA $PFE $MU $NFLX $NOK… https://t.co/sOlb2iu13j
$MSFT,2019-10-10,Thu Oct 10 21:05:18,en,0,0,1182401743193346060,"$ADXS BOUNCING AFTERHOURS BADLY OVERSOLD SQUEEZE!💸
$RDUS $UTHR $PTLA $ALDR $OPK $GLPG $ARWR $ONCS $MTEM $SGYP $NEPT… https://t.co/wbBzl7hBWV"
$MSFT,2019-10-10,Thu Oct 10 20:56:54,en,0,0,1182399632548270096,"Fidelity Zero Total Market ETF Is Slightly Overvalued https://t.co/G8Vqwv3W7j $FZROX, $AAPL, $AMZN, $BRK.B, $FB,… https://t.co/8EeuSy6sHR"
$MSFT,2019-10-10,Thu Oct 10 20:55:08,en,3,0,1182399183883571206,Afterhours dark pool snapshot (time is CST) $amzn $nvda $xom $mcd $txn $cmcsa $biib $mu $dal $ebay $msft $mrk $goog… https://t.co/8IonjqOcbg
$MSFT,2019-10-10,Thu Oct 10 20:53:15,en,0,0,1182398713357946880,"Investors holding massive paper profits in top 5 Dow stocks of 2019. YTD gains:

Apple $AAPL +45.9%
Microsoft $MSFT… https://t.co/UkXBf4q9Ff"
$MSFT,2019-10-10,Thu Oct 10 20:51:43,en,0,0,1182398324567150605,@supipujji 'Some' is the correct word. Have you read the article? Then you know that they lose to $MSFT and $FB on Fortune 500 clients.
$MSFT,2019-10-10,Thu Oct 10 20:50:38,et,0,0,1182398053099167745,"$AMZN 1720.26 (-1.73  -0.10%)
$GOOGL 1209.47 (+7.07  +0.59%)
$NFLX 280.48 (+12.95  +4.84%)
$TSLA 244.74 (+.21  +0.0… https://t.co/Z86WMNFimS"
$MSFT,2019-10-10,Thu Oct 10 20:49:05,en,7,0,1182397663259566082,Alphabet Stock Might Be Really Cheap if You Factor in Its AI Leadership - TheStreet // $GOOGL $AMZN $MSFT https://t.co/QPzd6XK7LU
$MSFT,2019-10-10,Thu Oct 10 20:44:13,en,2,0,1182396438824837120,Trade deal Friday coming folks!  Hopefully everyone loaded some 1 day expiration lotto calls $fb $twtr $msft $aapl $amzn
$MSFT,2019-10-10,Thu Oct 10 20:42:52,en,8,0,1182396100885377024,"In not-so-subtle dig at $MSFT, Slack updates daily active users (12m) in post and titles it 

""Not all Daily Active… https://t.co/tD9aL3MhiA"
$MSFT,2019-10-10,Thu Oct 10 20:33:05,en,0,7,1182393636497055744,"5 Tips for Trading a High Volatility Market
 $TSLA $MSFT $JCP $STUDY $HD $FIT $ROKU $AMD https://t.co/L6oBpynZub"
$MSFT,2019-10-10,Thu Oct 10 20:20:53,en,0,0,1182390565851320320,"$MSFT pushes through key technical resistance level: https://t.co/susWVytip2
Sentiment: Bullish #MSFT #Microsoft"
$MSFT,2019-10-10,Thu Oct 10 20:16:09,en,1,1,1182389374090121217,"STUNNING!
Counties &amp; cities in #Kalifornia affected by #rollingblackouts

Incl #Berkeley &amp;  #MountainView?
HEY,… https://t.co/ZfWbL64G4e"
$MSFT,2019-10-10,Thu Oct 10 20:13:52,en,2,0,1182388799780917248,Indexes climbed the wall of ideal options expiration pin of worry today... market makers are pleased with the payda… https://t.co/iE3AOh1anf
$MSFT,2019-10-10,Thu Oct 10 20:09:03,en,0,11,1182387586687471616,"RT @oilermanhockey: $CLSI huge DD above.. MERGER IS COMPLETE AWAITING FILINGS AND UPDATE.. 

.07 ask

Dip gonna be over soon , we were at .…"
$MSFT,2019-10-10,Thu Oct 10 20:07:58,en,0,11,1182387316159066113,"RT @oilermanhockey: $CLSI huge DD above.. MERGER IS COMPLETE AWAITING FILINGS AND UPDATE.. 

.07 ask

Dip gonna be over soon , we were at .…"
